artist,song,album,album_type,release_date,artist_type,duration_ms,explicit,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,pop,dance,metal,rock,hip_hop,edm,r&b,country,emo,latin,k-pop,year
Ed Sheeran,Perfect,÷ (Deluxe),album,2017-03-03,artist,263400,False,5,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,3,1,0,0,0,0,0,0,0,0,0,0,2017
Pitbull,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),single,2017-03-10,artist,194880,False,1,0.694,0.957,9,-3.115,0,0.171,0.0243,3.4e-06,0.108,0.505,106.002,4,1,1,0,0,1,0,0,0,0,1,0,2017
Ariana Grande,Beauty and the Beast,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),compilation,2017-03-10,artist,227928,False,2,0.489,0.54,6,-7.046,1,0.0288,0.126,0.0,0.103,0.27,81.4,4,1,1,0,0,0,0,0,0,0,0,0,2017
Clean Bandit,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),single,2017-03-16,artist,212459,False,1,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,4,1,1,0,0,0,1,0,0,0,0,0,2017
ZAYN,Still Got Time (feat. PARTYNEXTDOOR),Still Got Time (feat. PARTYNEXTDOOR),single,2017-03-23,artist,188490,False,1,0.748,0.627,7,-6.029,1,0.0639,0.131,0.0,0.0852,0.524,120.963,4,1,1,0,0,0,0,0,0,0,0,0,2017
Cheat Codes,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),single,2017-03-31,artist,222786,False,1,0.739,0.619,10,-6.669,1,0.162,0.0572,0.0,0.105,0.58,112.961,4,1,1,0,0,0,1,0,0,0,0,0,2017
DNCE,Kissing Strangers,Kissing Strangers,single,2017-04-14,artist,202480,True,1,0.772,0.744,7,-5.803,1,0.0398,0.0547,0.0,0.0852,0.86,120.067,4,1,1,0,0,0,0,0,0,0,0,0,2017
Luis Fonsi,Despacito - Remix,Despacito Feat. Justin Bieber (Remix),single,2017-04-17,artist,228826,False,1,0.694,0.815,2,-4.328,1,0.12,0.229,0.0,0.0924,0.813,88.931,4,1,0,0,0,0,0,0,0,0,1,0,2017
Charlie Puth,Attention,Attention,single,2017-04-20,artist,211475,False,1,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,4,1,1,0,0,0,0,0,0,0,0,0,2017
Shawn Mendes,There's Nothing Holdin' Me Back,Illuminate (Deluxe),album,2017-04-20,artist,199440,False,1,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,4,1,1,0,0,0,0,0,0,0,0,0,2017
Shawn Mendes,Mercy,Illuminate (Deluxe),album,2017-04-20,artist,208733,False,3,0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127,4,1,1,0,0,0,0,0,0,0,0,0,2017
Shawn Mendes,Mercy - Acoustic,Illuminate (Deluxe),album,2017-04-20,artist,219160,False,16,0.448,0.348,11,-6.647,0,0.0383,0.727,0.0,0.11,0.441,147.569,4,1,1,0,0,0,0,0,0,0,0,0,2017
Dua Lipa,Lost In Your Light (feat. Miguel),Lost in Your Light (feat. Miguel),single,2017-04-21,artist,203769,False,1,0.646,0.772,2,-3.826,1,0.0564,0.000402,0.0,0.102,0.414,117.097,4,1,1,0,0,0,0,0,0,0,0,0,2017
Khalid,Young Dumb & Broke,American Teen,album,2017-04-27,artist,202546,False,2,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,4,1,0,0,0,0,0,0,0,0,0,0,2017
Cashmere Cat,Quit (feat. Ariana Grande),9,album,2017-04-28,artist,258188,True,5,0.365,0.413,0,-7.369,0,0.0507,0.103,3.13e-05,0.103,0.125,84.746,3,1,0,0,0,0,0,0,0,0,0,0,2017
Little Mix,No More Sad Songs - Acoustic Version,No More Sad Songs (Acoustic Version),single,2017-04-28,artist,192620,False,1,0.419,0.398,7,-6.339,0,0.0609,0.619,0.0,0.088,0.628,199.227,4,1,1,0,0,0,0,0,0,0,0,0,2017
Cashmere Cat,Love Incredible (feat. Camila Cabello),9,album,2017-04-28,artist,179608,False,9,0.339,0.508,10,-8.859,0,0.162,0.0531,0.0,0.203,0.191,166.681,4,1,0,0,0,0,0,0,0,0,0,0,2017
Niall Horan,Slow Hands,Slow Hands,single,2017-05-04,artist,188174,False,1,0.728,0.426,0,-6.69,1,0.0509,0.0142,0.0,0.0546,0.844,85.908,4,1,1,0,0,0,0,0,0,0,0,0,2017
Logic,1-800-273-8255,Everybody,album,2017-05-05,artist,250173,True,10,0.627,0.572,5,-7.738,0,0.0373,0.568,1.52e-06,0.198,0.361,100.041,4,1,0,0,0,1,0,0,0,0,0,0,2017
Harry Styles,Sign of the Times,Harry Styles,album,2017-05-12,artist,340706,False,2,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,4,1,0,0,0,0,0,0,0,0,0,0,2017
Enrique Iglesias,SUBEME LA RADIO REMIX (feat. CNCO),SUBEME LA RADIO REMIX (feat. CNCO),single,2017-05-12,artist,206933,False,1,0.702,0.8,0,-3.769,1,0.0717,0.0647,0.0,0.212,0.655,91.032,4,1,1,0,0,0,0,0,0,0,1,0,2017
Paramore,Hard Times,After Laughter,album,2017-05-12,artist,182693,False,1,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,4,1,0,0,1,0,0,0,0,1,0,0,2017
Liam Payne,Strip That Down,Strip That Down,single,2017-05-18,artist,204502,False,1,0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023,4,1,1,0,0,0,0,0,0,0,0,0,2017
Katy Perry,Swish Swish,Swish Swish,single,2017-05-18,artist,242173,True,1,0.835,0.719,5,-5.167,0,0.0559,0.0182,1.9e-05,0.127,0.532,119.946,4,1,1,0,0,0,0,0,0,0,0,0,2017
Camila Cabello,Crying in the Club,Crying in the Club,single,2017-05-18,artist,216391,False,1,0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227,4,1,1,0,0,0,1,0,0,0,0,0,2017
Camila Cabello,I Have Questions,I Have Questions,single,2017-05-21,artist,221881,False,1,0.393,0.555,10,-6.096,0,0.276,0.405,0.0,0.105,0.22,167.999,4,1,1,0,0,0,1,0,0,0,0,0,2017
Little Mix,Power (feat. Stormzy),Power (feat. Stormzy),single,2017-05-26,artist,242282,False,1,0.568,0.863,7,-4.093,1,0.304,0.0405,5.97e-06,0.211,0.438,173.007,4,1,1,0,0,0,0,0,0,0,0,0,2017
Halsey,Strangers,Strangers,single,2017-05-26,artist,221205,False,1,0.69,0.784,11,-4.724,1,0.056,0.01,4.08e-05,0.22,0.284,109.969,4,1,1,0,0,0,1,0,0,0,0,0,2017
Major Lazer,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Know No Better (feat. Quavo),single,2017-06-01,artist,225849,False,1,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,4,1,1,0,0,1,1,0,0,0,0,0,2017
Fifth Harmony,Down,Down,single,2017-06-01,artist,164985,False,1,0.53,0.512,8,-7.094,1,0.133,0.0162,7.04e-05,0.128,0.401,196.121,4,1,1,0,0,0,0,0,0,0,0,0,2017
Bea Miller,like that,chapter two: red,single,2017-06-02,artist,185440,False,1,0.426,0.445,6,-5.776,0,0.169,0.183,0.0,0.661,0.347,56.966,4,1,1,0,1,1,1,0,0,0,0,0,2017
Dua Lipa,New Rules,Dua Lipa (Deluxe),album,2017-06-02,artist,209320,False,10,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,1,1,0,0,0,0,0,0,0,0,0,2017
Dua Lipa,IDGAF,Dua Lipa (Deluxe),album,2017-06-02,artist,217946,True,5,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4,1,1,0,0,0,0,0,0,0,0,0,2017
Halsey,Now Or Never,hopeless fountain kingdom (Deluxe),album,2017-06-02,artist,214801,False,6,0.663,0.575,6,-4.907,0,0.0458,0.1,3.16e-06,0.133,0.458,110.04,4,1,1,0,0,0,1,0,0,0,0,0,2017
Zedd,Stay - Acoustic,Stay (Acoustic),single,2017-06-09,artist,195051,False,1,0.625,0.574,5,-7.383,0,0.028,0.094,0.0,0.298,0.294,100.06,4,1,1,0,0,0,1,0,0,0,0,0,2017
Lost Kings,Look At Us Now,Look At Us Now,single,2017-06-09,artist,225686,False,1,0.637,0.851,11,-3.501,1,0.0434,0.00211,0.0012,0.161,0.39,132.923,4,1,1,0,0,1,1,0,0,0,0,0,2017
Katy Perry,Chained To The Rhythm,Witness,album,2017-06-09,artist,237734,False,9,0.448,0.801,0,-5.363,1,0.165,0.0733,0.0,0.146,0.462,189.798,4,1,1,0,0,0,0,0,0,0,0,0,2017
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Grateful,album,2017-06-22,artist,288600,True,4,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,4,1,0,0,0,1,0,0,0,0,0,0,2017
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,album,2017-06-22,artist,204173,True,3,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,4,1,0,0,0,1,0,0,0,0,0,0,2017
Imagine Dragons,Believer,Evolve,album,2017-06-23,artist,204346,False,3,0.779,0.787,10,-4.305,0,0.108,0.0524,0.0,0.14,0.708,124.982,4,1,0,0,1,0,0,0,0,0,0,0,2017
Imagine Dragons,Thunder,Evolve,album,2017-06-23,artist,187146,False,9,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,4,1,0,0,1,0,0,0,0,0,0,0,2017
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,album,2017-06-30,artist,223413,True,8,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,4,1,1,0,0,0,1,0,0,0,0,0,2017
Demi Lovato,Sorry Not Sorry,Sorry Not Sorry,single,2017-07-11,artist,203760,True,1,0.701,0.638,11,-6.889,0,0.238,0.0252,0.0,0.256,0.868,144.084,4,1,1,0,0,0,0,0,0,0,0,0,2017
The Vamps,Middle Of The Night,Night & Day (Night Edition),album,2017-07-14,artist,174600,False,1,0.607,0.724,11,-4.313,0,0.0517,0.00392,0.0,0.0712,0.414,130.008,4,1,1,0,0,0,0,0,0,0,0,0,2017
Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals),Back to You (feat. Bebe Rexha & Digital Farm Animals),single,2017-07-21,artist,190427,True,1,0.683,0.53,5,-4.918,0,0.142,0.207,0.0,0.394,0.645,75.016,4,1,0,0,0,0,0,0,0,0,0,0,2017
Camila Cabello,OMG (feat. Quavo),OMG (feat. Quavo),single,2017-08-03,artist,228893,False,1,0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953,4,1,1,0,0,0,1,0,0,0,0,0,2017
Camila Cabello,Havana,Havana,single,2017-08-03,artist,216896,False,1,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,4,1,1,0,0,0,1,0,0,0,0,0,2017
Fifth Harmony,Angel,Angel,single,2017-08-10,artist,189440,True,1,0.738,0.525,1,-6.298,0,0.0371,0.00339,0.0,0.351,0.13,124.008,4,1,1,0,0,0,0,0,0,0,0,0,2017
Kesha,Praying,Rainbow,album,2017-08-11,artist,230266,False,5,0.543,0.39,10,-7.202,1,0.0322,0.489,0.0,0.111,0.303,73.415,4,1,1,0,0,0,1,0,0,0,0,0,2017
Bebe Rexha,Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,single,2017-08-11,artist,163870,False,6,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,4,1,1,0,0,0,1,0,0,0,0,0,2017
Demi Lovato,Tell Me You Love Me,Tell Me You Love Me,single,2017-08-24,artist,236986,False,1,0.419,0.585,6,-5.435,1,0.0741,0.0258,0.0,0.143,0.256,72.635,4,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,Lonely Night,Fifth Harmony,album,2017-08-25,artist,205306,True,6,0.569,0.452,4,-6.392,0,0.0703,0.049,0.0,0.142,0.222,125.083,5,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,Bridges,Fifth Harmony,album,2017-08-25,artist,243266,False,10,0.681,0.705,11,-4.087,0,0.026,0.0828,0.0,0.325,0.43,109.969,4,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,Messy,Fifth Harmony,album,2017-08-25,artist,194226,False,9,0.579,0.675,0,-4.978,1,0.0503,0.627,0.0,0.14,0.349,92.974,4,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,Down,Fifth Harmony,album,2017-08-25,artist,165200,False,1,0.53,0.512,8,-7.094,1,0.133,0.0162,7.04e-05,0.128,0.401,196.121,4,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,Deliver,Fifth Harmony,album,2017-08-25,artist,206520,False,5,0.721,0.746,4,-4.146,1,0.174,0.137,0.0,0.253,0.837,143.965,4,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,Make You Mad,Fifth Harmony,album,2017-08-25,artist,174506,False,4,0.785,0.701,7,-4.587,1,0.0935,0.163,0.0,0.0835,0.601,100.947,4,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,Sauced Up,Fifth Harmony,album,2017-08-25,artist,197786,False,3,0.777,0.572,1,-4.663,1,0.0408,0.0568,0.0,0.114,0.326,100.0,4,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,He Like That,Fifth Harmony,album,2017-08-25,artist,217106,False,2,0.592,0.681,0,-5.597,1,0.141,0.362,0.0,0.142,0.491,147.016,4,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,Don't Say You Love Me,Fifth Harmony,album,2017-08-25,artist,193066,False,7,0.585,0.633,9,-4.944,1,0.1,0.497,0.0,0.145,0.378,101.707,4,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,Angel,Fifth Harmony,album,2017-08-25,artist,189440,True,8,0.738,0.525,1,-6.298,0,0.0371,0.00339,0.0,0.351,0.13,124.008,4,1,1,0,0,0,0,0,0,0,0,0,2017
ZAYN,Dusk Till Dawn - Radio Edit,Dusk Till Dawn (Radio Edit),single,2017-09-07,artist,239000,False,1,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,4,1,1,0,0,0,0,0,0,0,0,0,2017
Demi Lovato,You Don't Do It For Me Anymore,You Don't Do It For Me Anymore,single,2017-09-08,artist,197733,False,1,0.373,0.418,1,-6.316,1,0.0533,0.0901,0.0,0.0918,0.117,95.557,3,1,1,0,0,0,0,0,0,0,0,0,2017
J Balvin,Mi Gente (feat. Beyoncé),Mi Gente (feat. Beyoncé),single,2017-09-28,artist,209733,False,1,0.705,0.714,11,-6.39,0,0.0792,0.0249,0.0,0.253,0.434,104.996,4,0,0,0,0,1,0,0,0,0,1,0,2017
Charlie Puth,How Long,How Long,single,2017-10-05,artist,198237,False,1,0.849,0.581,1,-5.243,0,0.0767,0.189,3.61e-06,0.0805,0.779,110.008,4,1,1,0,0,0,0,0,0,0,0,0,2017
Selena Gomez,Wolves,Wolves,single,2017-10-25,artist,197993,False,1,0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,4,1,1,0,0,0,0,0,0,0,0,0,2017
Ty Dolla $ign,In Your Phone (with Lauren Jauregui),Beach House 3,album,2017-10-27,artist,150440,True,14,0.725,0.727,1,-4.493,1,0.0443,0.0846,0.0,0.157,0.436,141.944,4,1,0,0,0,1,0,1,0,0,0,0,2017
Pitbull,Por Favor,Por Favor,single,2017-10-27,artist,199066,False,1,0.752,0.761,2,-4.63,1,0.0926,0.209,2.64e-06,0.0625,0.697,98.025,4,1,1,0,0,1,0,0,0,0,1,0,2017
Fifth Harmony,Por Favor - Spanglish Version,Por Favor (Spanglish Version),single,2017-10-27,artist,198911,False,1,0.759,0.76,2,-5.427,1,0.0706,0.188,2.1e-06,0.0607,0.733,98.029,4,1,1,0,0,0,0,0,0,0,0,0,2017
RedOne,Boom Boom,Boom Boom,single,2017-10-27,artist,248363,False,1,0.749,0.759,7,-8.065,0,0.0451,0.00453,0.0,0.202,0.584,110.004,4,1,0,0,0,0,0,0,0,0,0,0,2017
Sam Smith,No Peace,The Thrill Of It All (Special Edition),album,2017-11-03,artist,283294,False,8,0.66,0.542,4,-8.11,0,0.077,0.343,3.89e-06,0.122,0.152,135.828,4,1,1,0,0,0,0,0,0,0,0,0,2017
Maroon 5,What Lovers Do (feat. SZA),Red Pill Blues (Deluxe),album,2017-11-03,artist,199849,False,2,0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,4,1,0,0,1,0,0,0,0,0,0,0,2017
Sam Smith,Too Good At Goodbyes,The Thrill Of It All (Special Edition),album,2017-11-03,artist,201000,False,1,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,4,1,1,0,0,0,0,0,0,0,0,0,2017
Steve Aoki,All Night,All Night,single,2017-11-17,artist,205333,False,1,0.545,0.865,6,-2.601,0,0.0522,0.0724,4.79e-06,0.919,0.332,89.992,4,1,1,0,0,0,1,0,0,0,0,0,2017
Luis Fonsi,Échame La Culpa,Échame La Culpa,single,2017-11-17,artist,173720,False,1,0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,4,1,0,0,0,0,0,0,0,0,1,0,2017
Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),Perfect Duet (Ed Sheeran & Beyoncé),single,2017-11-30,artist,259550,False,1,0.587,0.299,8,-7.365,1,0.0263,0.779,0.0,0.123,0.356,94.992,3,1,0,0,0,0,0,0,0,0,0,0,2017
Andy Grammer,Fresh Eyes,The Good Parts,album,2017-12-01,artist,198001,False,5,0.828,0.56,0,-6.685,1,0.0327,0.548,3.66e-05,0.15,0.872,122.054,4,1,1,0,1,0,0,0,0,0,0,0,2017
Fifth Harmony,He Like That - Recorded at Spotify Studios NYC,Spotify Singles,single,2017-12-06,artist,217570,False,1,0.562,0.542,0,-8.23,1,0.0566,0.00334,0.0,0.0959,0.59,147.067,4,1,1,0,0,0,0,0,0,0,0,0,2017
Fifth Harmony,Feels - Recorded at Spotify Studios NYC,Spotify Singles,single,2017-12-06,artist,95628,False,2,0.545,0.292,11,-10.594,0,0.0331,0.86,0.0,0.2,0.756,99.855,4,1,1,0,0,0,0,0,0,0,0,0,2017
Camila Cabello,Real Friends,Real Friends,single,2017-12-06,artist,213932,False,1,0.74,0.303,3,-8.612,1,0.117,0.835,0.0,0.0782,0.819,91.958,4,1,1,0,0,0,1,0,0,0,0,0,2017
Loren Allred,Never Enough,The Greatest Showman (Original Motion Picture Soundtrack),album,2017-12-08,artist,207786,False,6,0.277,0.394,8,-8.903,1,0.0336,0.423,0.0,0.0952,0.227,86.777,3,0,0,0,0,0,0,0,0,0,0,0,2017
Zac Efron,Rewrite The Stars,The Greatest Showman (Original Motion Picture Soundtrack),album,2017-12-08,artist,217440,False,8,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,4,1,1,0,0,0,0,0,0,0,0,0,2017
Keala Settle,This Is Me,The Greatest Showman (Original Motion Picture Soundtrack),album,2017-12-08,artist,234706,False,7,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,4,0,0,0,0,0,0,0,0,0,0,0,2017
Camila Cabello,Crown (with Camila Cabello & Grey),Crown (with Camila Cabello & Grey) [From Bright: The Album],single,2017-12-15,artist,201520,False,1,0.498,0.608,7,-5.435,0,0.0733,0.221,0.0,0.121,0.123,169.936,4,1,1,0,0,0,1,0,0,0,0,0,2017
Camila Cabello,Never Be the Same,Never Be the Same,single,2017-12-17,artist,227087,False,1,0.643,0.709,0,-4.343,1,0.0733,0.145,0.000449,0.115,0.264,129.961,4,1,1,0,0,0,1,0,0,0,0,0,2017
Camila Cabello,In the Dark,Camila,album,2018-01-12,artist,219826,False,9,0.425,0.548,7,-6.762,1,0.114,0.21,0.0,0.115,0.282,175.756,4,1,1,0,0,0,1,0,0,0,0,0,2018
Camila Cabello,Something's Gotta Give,Camila,album,2018-01-12,artist,236360,False,8,0.545,0.458,5,-4.6,0,0.0279,0.367,0.0,0.118,0.164,79.943,4,1,1,0,0,0,1,0,0,0,0,0,2018
Camila Cabello,Consequences,Camila,album,2018-01-12,artist,178466,False,6,0.455,0.292,0,-6.792,1,0.0563,0.889,0.0,0.106,0.43,84.339,5,1,1,0,0,0,1,0,0,0,0,0,2018
Camila Cabello,She Loves Control,Camila,album,2018-01-12,artist,177160,False,3,0.65,0.758,2,-4.02,1,0.116,0.166,0.0,0.0889,0.663,94.9,4,1,1,0,0,0,1,0,0,0,0,0,2018
Camila Cabello,Inside Out,Camila,album,2018-01-12,artist,182560,False,5,0.737,0.697,8,-5.31,1,0.0895,0.43,0.000382,0.0821,0.655,94.101,4,1,1,0,0,0,1,0,0,0,0,0,2018
Camila Cabello,All These Years,Camila,album,2018-01-12,artist,164373,False,2,0.732,0.436,1,-7.409,0,0.117,0.609,0.0,0.108,0.475,94.852,4,1,1,0,0,0,1,0,0,0,0,0,2018
Camila Cabello,Into It,Camila,album,2018-01-12,artist,175653,False,10,0.569,0.649,11,-8.175,1,0.482,0.451,0.0,0.128,0.441,108.77,4,1,1,0,0,0,1,0,0,0,0,0,2018
Zedd,The Middle,The Middle,single,2018-01-23,artist,184732,False,1,0.748,0.652,7,-3.02,1,0.058,0.208,0.0,0.128,0.431,106.914,4,1,1,0,0,0,1,0,0,0,0,0,2018
Topic,Perfect,Perfect,single,2018-01-26,artist,205120,False,1,0.657,0.66,1,-5.129,0,0.0983,0.0877,0.0,0.133,0.421,155.926,4,1,1,0,0,0,1,0,0,0,0,0,2018
Marshmello,FRIENDS,FRIENDS,single,2018-02-09,artist,202620,True,1,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4,1,1,0,0,0,1,0,0,0,0,0,2018
Kendrick Lamar,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,album,2018-02-09,artist,232186,True,2,0.532,0.642,5,-4.891,0,0.111,0.0548,0.000246,0.0991,0.536,193.016,4,0,0,0,0,1,0,0,0,0,0,0,2018
Khalid,Love Lies (with Normani),Love Lies (with Normani),single,2018-02-14,artist,201707,False,1,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,4,1,0,0,0,0,0,0,0,0,0,0,2018
Post Malone,Psycho (feat. Ty Dolla $ign),Psycho (feat. Ty Dolla $ign),single,2018-02-23,artist,220880,True,1,0.74,0.558,8,-8.115,1,0.102,0.566,0.0,0.112,0.421,140.057,4,0,0,0,0,1,0,0,0,0,0,0,2018
King Princess,1950,1950,single,2018-02-23,artist,225133,True,1,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,4,1,1,0,0,0,1,0,0,0,0,0,2018
Calum Scott,You Are The Reason,Only Human (Deluxe),album,2018-03-09,artist,204326,False,4,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,3,1,0,0,0,0,0,0,0,0,0,0,2018
Sabrina Carpenter,Alien,Alien,single,2018-03-16,artist,174840,False,1,0.72,0.659,10,-4.727,0,0.0403,0.0588,0.0,0.0662,0.567,105.955,4,1,1,0,0,0,1,0,0,0,0,0,2018
NOTD,I Wanna Know (feat. Bea Miller),I Wanna Know (feat. Bea Miller),single,2018-03-16,artist,197938,False,1,0.661,0.725,6,-4.859,1,0.0563,0.0253,0.0,0.123,0.605,119.927,4,1,1,0,0,0,1,0,0,0,0,0,2018
David Guetta,Flames,Flames,single,2018-03-22,artist,195000,False,1,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,4,1,1,0,0,0,1,0,0,0,0,0,2018
Hayley Kiyoko,Feelings,Expectations,album,2018-03-30,artist,216546,False,2,0.699,0.888,10,-4.002,0,0.079,0.186,4.15e-06,0.114,0.449,110.965,4,1,1,0,0,0,1,0,0,0,0,0,2018
Hayley Kiyoko,Curious,Expectations,album,2018-03-30,artist,183280,False,7,0.788,0.703,1,-5.986,0,0.127,0.0753,6.13e-05,0.333,0.442,104.049,4,1,1,0,0,0,1,0,0,0,0,0,2018
Calvin Harris,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),single,2018-04-06,artist,214846,False,1,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,1,1,0,0,0,1,0,0,0,0,0,2018
ELI,Change Your Mind,Change Your Mind,single,2018-04-09,artist,173675,False,1,0.826,0.499,6,-9.075,1,0.0735,0.402,0.0,0.405,0.582,114.993,4,1,0,0,0,0,0,0,0,0,0,0,2018
Toploader,Dancing in the Moonlight,Happiness Forever,compilation,2018-04-10,artist,230120,False,66,0.633,0.805,10,-5.032,1,0.0356,0.0563,0.0,0.341,0.846,119.405,4,0,0,0,1,0,0,0,0,0,0,0,2018
ZAYN,Let Me,Let Me,single,2018-04-12,artist,185702,False,1,0.46,0.567,9,-5.637,1,0.0515,0.239,6.04e-06,0.0934,0.189,168.419,4,1,1,0,0,0,0,0,0,0,0,0,2018
Ariana Grande,no tears left to cry,no tears left to cry,single,2018-04-20,artist,205946,False,1,0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65e-06,0.274,0.366,121.969,4,1,1,0,0,0,0,0,0,0,0,0,2018
HEDEGAARD,Need You Right Now,Need You Right Now,single,2018-04-20,artist,205914,True,1,0.754,0.724,4,-4.105,0,0.0272,0.1,0.0,0.063,0.677,110.016,4,1,0,0,0,0,1,0,0,0,0,0,2018
Anne-Marie,2002,Speak Your Mind (Deluxe),album,2018-04-27,artist,186986,False,10,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,4,1,1,0,0,0,1,0,0,0,0,0,2018
Charlie Puth,How Long,Voicenotes,album,2018-05-11,artist,200853,False,4,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,4,1,1,0,0,0,0,0,0,0,0,0,2018
Charlie Puth,Done for Me (feat. Kehlani),Voicenotes,album,2018-05-11,artist,180493,False,5,0.856,0.632,6,-3.692,0,0.074,0.193,0.0,0.0688,0.697,112.009,4,1,1,0,0,0,0,0,0,0,0,0,2018
Tyga,Taste (feat. Offset),Taste (feat. Offset),single,2018-05-16,artist,232959,True,1,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,4,1,1,0,0,1,0,0,0,0,0,0,2018
Clean Bandit,Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),single,2018-05-17,artist,222653,False,1,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,4,1,1,0,0,0,1,0,0,0,0,0,2018
Tiësto,Jackie Chan,Jackie Chan,single,2018-05-18,artist,215759,True,1,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,4,1,1,0,0,0,1,0,0,0,0,0,2018
